CAMPING_UNIT_TYPE,CAMPING_UNIT_NAME,ID,NAME,CAMPSITE_TYPE_NAME,CAMPING_UNIT_DESCRIP,CAMPGROUND_LOOP_NAME,CAMPGROUND_NAME,CAMPGROUND_TYPE_NAME,CONTAINING_MGMT_UNIT_NAME,LAM_PROGRAM_PROJECT_CODE,CONTAINING_MGMT_UNIT_TYPE_NAME,SHAPE_COLLECTION_METHOD,AMPS_30_FLAG,AMPS_50_FLAG,SITE_PAD_LENGTH_FT,SITE_PAD_WIDTH_FT,SITE_PAD_TYPE_NAME,PULL_THROUGH_BACK_IN_FLAG,LEFT_SLIDE_OUT_FLAG,RIGHT_SLIDE_OUT_FLAG,TENT_PAD_DIMENSIONS_FT_X_FT,TENT_PAD_TYPE_NAME,DISTANCE_TO_WATER_BODY,DISTANCE_TO_RESTROOM,DISTANCE_TO_SHOWER,DISTANCE_TO_DUMP_STATION,HIKE_IN_DISTANCE,PICNIC_TABLE_FLAG,ADA_ACCESSIBLE_FLAG,DIRECTIONS,FOOD_LOCKER_FLAG,WATER_FRONT_FLAG,PETS_ALLOWED_FLAG,CAPACITY_PEOPLE,CAPACITY_VEHICLES,FIRE_RING_FLAG,GRILL_TYPE_NAME,SEATING_TYPE_NAME,SHADE_TYPE_NAME,COUNTY_NAME,PAT_AREA_NAME,PAT_DISTRICT_NAME,DNR_REGION_NAME,DNR_REGION_CODE,MN_TOURISM_REGION_NAME
Campsite,B01E-NR,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,35,13,Gravel,B,,,,None,Range 528 - 1056',265',265',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B02E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,45,10,Gravel,B,,,,None,Range 528 - 1056',250',250',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B03E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,45,10,Gravel,B,,,,,Range 528 - 1056',260',260',Not in park,,t,,,f,,t,6,1,t,,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,B04E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,50,10,Gravel,B,,,,,Range 528 - 1056',240',240',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,B05E-NR,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,40,10,Gravel,B,,,,,Range 528 - 1056',260',260',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B06E-NR,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,40,10,Gravel,B,,,,,Range 528 - 1056',240',240',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,B07E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,50,10,Gravel,B,,,,,Range 528 - 1056',250',250',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,B08E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,43,10,Gravel,B,,,,,Range 528 - 1056',270',270',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,B10-NR,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,35,10,Gravel,B,,,,,Range 528 - 1056',280',280',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,B11E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,47,10,Gravel,B,,,,,Range 528 - 1056',290',290',Not in park,,t,t,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B12E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,50,10,Gravel,B,,,16x16,Wood Chips,Range 528 - 1056',300',300',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,B13E-NR,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,45,10,Gravel,B,,,,,Range 528 - 1056',320',320',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B14,,,Drive-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,47,10,Gravel,B,,,,,Range 528 - 1056',330',330',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B15E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,50,10,Gravel,B,,,,,Range 528 - 1056',335',335',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B16E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,55,10,Gravel,B,,,,,Range 528 - 1056',320',320',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B17E-NR,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,45,10,Gravel,B,,,,,Range 528 - 1056',340',340',Not in park,,t,t,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B18E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,53,10,Gravel,B,,,,,Range 528 - 1056',320',320',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B19E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,45,10,Gravel,B,,,,None,Range 528 - 1056',345',345',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,B20E,,,Drive-In Electric,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,t,,50,10,Gravel,B,,,,,Range 528 - 1056',345',345',Not in park,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,CART1,,,Cart-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,12x16,Wood Chips,.1 mile,.2 mile,,Not in park,,t,,,f,,t,6,2,t,On Fire Ring,,No ,Steele,4D,9,Southern Region,4,Southern
Campsite,CART2-NR,,,Cart-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,16x16,Wood Chips,.1 mile,700',,Not in park,,t,,,f,,t,6,2,t,On Fire Ring,,No ,Steele,4D,9,Southern Region,4,Southern
Campsite,CART3-NR,,,Cart-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,16x16,Wood Chips,.1 mile,675',,Not in park,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,CART4,,,Cart-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,16x16,Wood Chips,.1 mile,525',,Not in park,,t,,,f,,t,6,2,t,On Fire Ring,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,CI1-NR,,,Canoe-In/Boat-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,,,,90',,,,t,,,f,t,t,6,0,t,,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,CI2-NR,,,Canoe-In/Boat-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,,,,180',,,,t,,,f,t,t,6,0,t,,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,CI3-NR,,,Canoe-In/Boat-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,,,,240',,,,t,,,f,t,t,6,0,t,,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,CI4-NR,,,Canoe-In/Boat-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,,,,300',,,,t,,,f,t,t,6,0,t,,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,CI5-NR,,,Canoe-In/Boat-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,,,,360',,,,t,,,f,t,t,6,0,t,,,Partially,Steele,4D,9,Southern Region,4,Southern
Campsite,W1,,,Walk-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,12x13,None,Range 3/4 mi. -1 mi.,100',,Not in park,,t,,,f,,t,6,2,,,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,W2-NR,,,Walk-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,16x16,Wood Chips,Range 3/4 mi. -1 mi.,100',,Not in park,,t,,,f,,t,6,2,,,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,W3,,,Walk-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,16x16,Wood Chips,Range 3/4 mi. -1 mi.,175',,Not in park,,t,,,f,,t,6,2,,,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,W4-NR,,,Walk-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,16x16,Wood Chips,Range 3/4 mi. -1 mi.,225',,Not in park,,t,,,f,,t,6,2,,,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,W5,,,Walk-In,,,Rice Lake Campground,,Rice Lake State Park,SPK00250,State Park,Global Positioning System,,,,,,,,,16x16,Wood Chips,Range 3/4 mi. -1 mi.,300',,Not in park,,t,,,f,,t,6,2,,,,Fully,Steele,4D,9,Southern Region,4,Southern
Campsite,UNKNOWN,,,,,,Isinours Management Unit,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillmore,,,,,
Campsite,UNKNOWN,,,,,,Isinours Management Unit,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fillmore,,,,,
Campsite,UNKNOWN,,,,,,Vinegar Ridge Campground,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,,,,
Campsite,UNKNOWN,,,,,,Vinegar Ridge Campground,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,,,,
Campsite,UNKNOWN,,,,,,Vinegar Ridge Campground,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,,,,
Campsite,UNKNOWN,,,,,,Vinegar Ridge Campground,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,,,,
Campsite,UNKNOWN,,,,,,Vinegar Ridge Campground,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,,,,
Campsite,UNKNOWN,,,,,,Vinegar Ridge Campground,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,,,,
Campsite,UNKNOWN,,,,,,Vinegar Ridge Campground,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,,,,
Campsite,UNKNOWN,,,,,,Vinegar Ridge Campground,State Forest Campground and Day Use Area,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Houston,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground - Central,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground - Central,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground - Central,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground - Central,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground - Central,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground - Central,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground - Central,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground - Central,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,UNKNOWN,,,,,,Zumbro Bottoms Horse Campground-West,Horse Campground,Richard J. Dorer Memorial Hardwood State Forest,SFT00033,State Forest,Heads-Up Digitizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wabasha,,,,,
Campsite,1,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,43,12,Gravel,B,f,f,10X10,Grass/ Bare Ground,,550',604',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,2,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,38,12,Gravel,B,t,t,15X15,Gravel/ Sand,,552',610',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,3,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,54,12,Gravel,B,f,f,20X20,Grass/ Bare Ground,,496',666',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,4,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,63,12,Gravel,B,f,t,16X20,Grass/ Bare Ground,,372',790',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,5,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,43,12,Gravel,B,t,t,17X20,Grass/ Bare Ground,,320',842',.4 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,6,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,46,12,Gravel,B,f,f,15X15,Grass/ Bare Ground,,170',992',.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,7,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,52,12,Gravel,B,t,t,16X16,Grass/ Bare Ground,,107',.2 mile,.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,8,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,75,12,Gravel,B,f,t,20x18,Grass/ Bare Ground,,61',.2 mile,.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,9,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,45,12,Gravel,B,f,t,15X15,Gravel/ Sand,,43',.2 mile,.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,10,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,55,12,Gravel,B,f,t,14X10,Grass/ Bare Ground,,48',.25 mile,.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,11,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,40,,Gravel,B,f,t,14X16,Grass/ Bare Ground,,126',.2 mile,.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Fully,Rice,4D,9,Southern Region,4,Southern
Campsite,12,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,62,12,Gravel,B,t,t,14X16,Grass/ Bare Ground,,168',.2 mile,.3 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,13,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,41,12,Gravel,B,f,f,12X16,Grass/ Bare Ground,,338',.2 mile,.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,14,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,54,12,Gravel,B,f,f,15X15,Gravel/ Sand,,443',916',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,15,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,59,12,Gravel,B,t,t,12X16,Grass/ Bare Ground,,463',937',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,21,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,47,12,Gravel,B,t,t,12X12,Grass/ Bare Ground,,400',460',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,22,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,53,12,Gravel,B,t,t,12X12,Grass/ Bare Ground,,338',423',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,23,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,34,12,Gravel,B,f,f,8X8,Grass/ Bare Ground,,303',388',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,24,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,54,12,Gravel,B,t,t,12X12,Grass/ Bare Ground,,282',367',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
Campsite,25,,,Drive-In,,,Sakatah Lake Campground,,Sakatah Lake State Park,SPK00256,State Park,Heads-Up Digitizing,,,36,12,Gravel,B,f,f,16X18,Grass/ Bare Ground,,237',322',.2 mile,,t,,,f,,t,6,1,t,On Fire Ring,,Partially,Rice,4D,9,Southern Region,4,Southern
